grid_id,nearest_shelter_id,nearest_shelter_distance_m,current_covered,shelter_count
라마49a31b,SHELTER_012,2613.078710788839,False,0
라마49a32a,SHELTER_012,2450.927322266197,False,0
라마49a32b,SHELTER_012,2384.5144430856444,False,0
라마49a33a,SHELTER_012,2421.7294480468145,False,0
라마49a33b,SHELTER_012,2558.0535392736056,False,0
라마49a34a,SHELTER_012,2778.9390601528685,False,0
라마49a34b,SHELTER_012,3066.164817862275,False,0
라마49a35a,SHELTER_018,3076.1215884981516,False,0
라마49a35b,SHELTER_018,2694.45072442435,False,0
라마49a36a,SHELTER_058,2287.151922545411,False,0
라마49a36b,SHELTER_058,1880.240654096114,False,0
라마49a37a,SHELTER_058,1529.5574254758785,False,0
라마49a37b,SHELTER_058,1282.1025381540326,False,0
라마49a38a,SHELTER_058,1203.3403171395976,False,0
라마49a38b,SHELTER_058,1323.732948659299,False,0
라마49a39a,SHELTER_058,1598.9089779843182,False,0
라마49a39b,SHELTER_058,1964.8793653533726,False,0
라마49a40a,SHELTER_058,2380.124349882604,False,0
라마49a50b,SHELTER_002,6179.646459702437,False,0
라마49a54a,SHELTER_046,7508.205507507063,False,0
라마49a54b,SHELTER_046,7754.953949166078,False,0
라마49a55a,SHELTER_046,8025.301960949115,False,0
라마49b13b,SHELTER_016,1606.2416792117367,False,0
라마49b14a,SHELTER_016,1636.8603426311786,False,0
라마49b14b,SHELTER_016,1810.693577201946,False,0
라마49b15a,SHELTER_016,2092.3457361923006,False,0
라마49b15b,SHELTER_016,2444.8333540353665,False,0
라마49b16a,SHELTER_016,2841.9200513465435,False,0
라마49b16b,SHELTER_007,2712.72762927107,False,0
라마49b17a,SHELTER_007,2360.766406598351,False,0
라마49b17b,SHELTER_029,1964.9607593511093,False,0
라마49b18a,SHELTER_029,1593.4830812769624,False,0
라마49b18b,SHELTER_029,1310.4601767479073,False,0
라마49b19a,SHELTER_029,1181.2804152140975,False,0
